full_name,gender
manish,m
lokesh @ happy,m
vijay,m
maya,f
bhagwati,f
kumari lata,f
dharam singh,m
aman junuja,m
sandeep  tomar,m
kuldeep @ sonu,m
savita,f
suresh kumar,m
manju devi,f
sonia,f
ishwar,m
rekha,f
md. alikhan,m
heena,f
ashok sharma,m
lalit kathuriya,m
gulnaj,f
rina,f
lukkad @ kishore,m
rajesh kumar,m
pinki,f
nutan,f
urmila tiwari,f
sahil,m
budhan yadav,m
sapna,f
suman,f
sardar sarbjeet singh,m
smt  deepmala,f
seema dangi,f
pooja kashyap,f
afsana,f
firdosh @ tannu,f
jyoti,f
sapna,m
dinesh kumar,m
ahmad,m
jyoti,f
sanoj kumar,m
pramod kumar s/o,m
anita,f
anil kumar sahu,m
rinku,m
lavpreet kour,f
hema aikka,f
aarti,f
ashok rai,m
soniya,f
anand,m
kanchan,f
divya,f
rinku,m
babli,f
priyanka,f
rita rani,f
aatir saifi,m
naveen rastogy,m
shobha,f
lakshmi,f
monika,f
raisha bano,f
ravi gupta,m
vinod,m
sitender singh bedi,m
sambhu paswan,m
sonu,m
sunny,m
vinit kumar,m
hemlata @ pooja,f
veena,f
shahid kha,m
itwari lal,m
manimegla,f
ashsish kumar,m
manisha,f
dinesh,m
sundar singh,m
prem kuwar,m
shobhit prsad,m
kiran,f
nisha kumari,f
naushad,m
haji mohmmad,m
pinky verma,f
sima bai,f
yogita,f
riya,f
niraj,m
tulsi,f
deshraj,m
ranjit singh,m
honey,f
anil kumar,f
monika,f
kamlesh,m
komal,f
rajbir singh,m
noni,f
smt maya megwal,f
sagar,m
sandhya pranak,f
smt neeraj deve,f
rihana,f
sujeet gupta,m
patan dev mehto,m
hiralal,m
gurmeet singh,m
ashu singh @ gudiya,f
madhu,f
jitender @ jitu,m
usha sen,f
kushal sharma,m
smt.pinky,f
rahimuddin,m
deelip,m
ombeer,m
bidhya,f
disha,f
dharvesh kumar,m
ishika,f
preeti,f
charan dass,m
hem lata,f
sudhir kumar,m
sehnaz,f
smt indera devi,f
raman dixit,m
versha,f
dauji,m
dharmender kumar,m
aasif,m
satvir singh,m
praveen,m
pawan kumar,m
sabeeha  khatun,f
mohd akil,m
sapana,f
km varsha,f
ghanshyam,m
rakhi @payal,f
suraj bhatia,m
babu ra/,m
raj ram,m
saloni,f
vrendra singh,m
rahul chauhan,m
rosina,f
dinesh,m
babita,f
kum nidhi,f
su-shree    pooja,f
neemi,f
nidhi,f
jitender,m
arsi,f
rajesh,m
rozy,f
km reena,f
sangeeta,f
rajni,f
gaytri,f
rajeev giri @ raju,m
archana mishra,f
bharat damor,m
vikram,m
mrs soni,f
rolly kumar,m
smt manju devi,f
shashi bhushan,m
taufik alam,m
mohit,m
tarawati,f
sushila,f
md. anvar,m
rohit,m
kamlesh,m
vinita,f
satnam singh,m
mohan,m
rajni,f
pinki,f
saurabh @ chhotu,m
minakshi,f
jyoti,f
geeta,f
reeta  and her doughter surabhi,f
mansi,f
sarbjeet mishra,m
sumitra,f
ajay narayan,m
rahul,m
noori,m
smt. leela,f
yogita,f
aarti devi,f
afsana khatun,f
preeti,f
ved parkash,m
faizal khan,m
jagdish kumar,m
santosh,f
smt maharaj,f
moin,m
bhemji patidar,m
jot ram,m
vijay,m
veena,f
asha devi,f
gyatri devi,f
neni,f
reshma,f
najim,m
badal,m
paka kanda swamy,f
mohini @ mamni,f
pinki,f
gaurav @ little,m
rita,f
seema,f
uma yadav,f
shardha nand,m
sansaar singh,m
ram gopal,m
mushir ahmed,m
pooja mahli,f
kishan yadav s/o thag yadav,m
manish @ bittu,m
aasha,f
radesyam,m
puran chandra bahuguna,m
manju,f
kishor  singh,m
laxmi bai,f
ateek ahmed,m
pappu,m
kavita talash,f
puja,f
tahir hussain,m
manbai rekwar,f
gajendra singh sekhawat,m
savita,f
chandru,m
rubbi,f
ganesh,m
laxmi,f
pooja,f
bhuri,f
amijan,f
minakshi,f
hari chand,m
laxmi,f
rajender prasad,m
preeti with a madhuri,f
naresh kumar,m
pooja,f
radhika,f
rohit,m
nisha,f
md sakil,m
pawan kumar,m
anish,m
anuj kumar,m
mohd farman,m
pawan kumar sharam,m
jiwan dhir,m
reema,f
farjana,f
shankri meena,f
sivani,f
laxmi,f
manju devi,f
ramesh chand tirvedi,m
rekha @ mamta,f
shahzad,m
pushpa,f
babita,f
navin kumar gutam,m
miss leela  purohit,f
smt. brajesh @ minashi,f
kajal,f
rima,m
sanjay,m
kaushal kumar,m
imran khan,m
seema vishwakarma @ sapna,f
priyanka,f
suresh kumar,m
jarnail singh,m
afroz,f
heeralal,m
pintu,m
rekha,f
javed,m
vicky @ raja,m
vijaya devi,f
n. kumar,m
altab,m
nisha,f
gotiya gurjar,f
raishma,f
babulal sharma,m
manish verma @ monu,m
geeta,f
seema,f
mohit,m
vijay karan,m
nisha,f
aanchal,f
serul khatun,f
shyamvati,f
fahim ullah,m
sangeeta,f
su.shree  jasoda,f
ramesh,m
davender,m
manju,f
kumari  kiran,f
nitu,f
manju,f
mahmun khatoon,f
kasid,m
rohit,m
rashid,m
sundari,f
smt. krishana devi,f
shaina,f
omprakash,m
soni mishra,f
ajay kumar,m
rajni,f
hadarali s/o abdul quam,m
chandra,m
ganga,f
vimal,m
rinku,f
usha mathews,f
arun kumar,m
manjeet kaur,f
rajkumari,f
rekha @ bhuri,f
radhyshyam,m
smt.  anchhi devi,f
kamlesh,f
mohd firoz,m
manoj,m
anita,f
satyvati,f
raghuveer singh,m
santosh,f
ram kishan,m
vikas,m
ganga sagar,m
chander klan,f
ashish urf bablu,m
sandhya,f
amrudin,m
ajay,m
neha,f
ravinder,f
shahrish,f
mamta,f
ravi,m
mohit singh,m
maigo,f
kumari  sunita,f
ratn lal,m
rohit,m
jyoti manchand,f
bimla,f
pooja,f
kushbu,f
jishan,m
kumari sabnam @ monu,f
nisha,f
sunaina,m
hanuman das,m
ankit,m
shabana begam,f
radha raman,m
sanjay singh,m
chanchal,f
pariksha,f
nikita,m
bhawana bharti,f
marjina,f
kalpana,f
shama parveen,f
sandhya,f
asarfi lal,m
basanti,f
laxman dass,m
nargis,f
aman,m
ashwani kumar,m
anjali juneja,f
rakhi,f
umanath @ nanda babu,m
sabnam@ tinku,f
vinay kumar,m
tarunnam,f
vivek raj,m
kanchan @ chotu,f
ruby,f
smt momin,f
anjali,f
dilshad,m
ajay singh bhati,m
robert forsis,m
sweta ksiyap,f
pinki,f
kamlesh,f
neha,f
nagma,f
pintu  chaudhary,m
nisha,f
amit verma,m
birbal ram,m
raveena,f
saleem,m
aman bhatt,m
meera,f
smt mena,f
sumitra,f
sweta d/o radheshyam,f
ruby,f
megha,f
jotyi,f
km0 usha,f
prem devi,f
kapil sahani,m
same singh,m
anurudh choudhary,m
kalwant singh,m
saraswati,f
ghasiram koli,m
heena,f
monika,f
pushpa,f
vironika,f
pinki @ rukhsar,f
minakshi,f
chandrakala,f
ramkali,f
aamil,m
lokendra,m
sangeeta devi,f
rohit beeryani,m
sahid,m
sweety,f
kumari vinita,f
monika kumari,f
pavnesh,m
nisha,f
disha,f
rakesh jatav,m
priti,f
chandni,f
rinku,m
deepa shersht,f
kalu,m
shamim,m
seema,f
komal,f
satender,m
manoj kumar,m
arif,m
rekha,f
suhaliya,f
anita,f
javed,m
smt ratni bai,f
jaipal,m
najara khatun,f
mohd. munna,m
meghu kumar,m
ramesh,m
tarun,m
parbha,f
lali,f
nayamati,f
bironica ekka,f
pardeep,m
ravina,f
meenakshi,f
batu@ badhu lal,m
mukesh,m
deepa,f
layman paswan,m
mehnaz,f
rajkiran,m
jyotsana mohti,f
gudiya,f
priya gahlot,f
preeti bharti,f
godambari devi,f
khusbu,f
sunil kumar,m
toni@punit,m
pinki,f
"pramod mishra s/o devi prasad mishra r/o 330, j bl",m
sunita,f
meera,f
rohit,m
radha,f
nandini devi (  with child 2 year shivam ),f
ashwani @ arjun,m
kavita,f
satish,m
shanti bai,f
joyate,f
virender,m
ekta,f
avinash,m
sachin,m
ashok kumar dalal,m
jeete,m
saneha sharma,f
vijay kumar,m
jasvinder kaur @ roji,m
subash rai,m
piyush,m
sanita,f
astha,f
aanchal,f
mohni,f
anooj patava,m
nazmin,f
faijal,m
rajni,f
rajendra pal,m
mukesh,m
gunjan verna,f
archana,f
bhawan singh gusain,m
rani devi,f
jagdish,m
vinod sehgal,m
sangeeta,f
km. pooja,f
soyab,m
syamsunder,m
ram milan,m
mousin,m
hifjul kha,m
savita,f
rammurti,m
aamin,m
farhana,f
anoop rawat,m
naresh kumar,m
digamber yadav,m
vikash,m
bhawna,f
ravina,f
jawahar lal mittal,m
chand,m
sahna parveen,f
pankaj,m
mohit,m
birajpal singh,m
mamta rani,f
diya sharma,f
shalu,f
rahul sharma,m
krishan pal,m
lokesh kumar,m
rajveer singh,m
payal,f
babul al,m
gajala parveen,f
mohd. mukhtaar,m
premla  or soni,f
aarif,m
madhuni haldar,f
ishtkar,m
kanwar baljit singh,m
saurabh,m
sunita,f
kosar bano,f
meena,f
shatish kumar,m
v.b.  sumramanya jaya prakash chandra,m
karishma,f
shivani,f
reetu,f
smt. meena begam,f
rakhi,f
ruksar,f
mansi bajaj,f
sushil,m
sanjay,m
shiv prasad singh,m
bhawna,f
salu,f
neetu,f
ankit,m
ramesh chander,m
rita,f
yasmin,f
puswa swami ratan,m
smt. sangeeta  urf sonu,f
arman,m
neha,f
santu & ramesh,m
aman,m
koslya,f
abhishek singh,m
pinki,f
vijay pal,m
sonam kumari,f
sandhya @ soni,f
rahmat ali,m
mahesh,m
yogesh kumar dhunna,m
deepak,m
luxmi rani,f
pinki,f
raju devi,f
brijesh kumar @ ajay kumar,m
kali,f
gajender singh,m
vishal,m
omendra,m
ku. syama,f
swati,f
deepak,m
yasmeen,f
aamod singh,m
subhash chand,m
anand shahy,m
devkran,m
taran devi,f
reshma,f
kailash,m
mansoor ali,m
supriya,f
satish,m
parvti urf tunni,f
soni,f
isha maheswari,f
vishnu kumawat,m
ganesh jat,m
devi,f
yogesh,m
hanny,m
ravi kumar,m
smt. champa devi,f
babita,f
saloni,f
rimmi kaur,f
manjit,m
poonam kumari,f
mustafa,m
sanjay,m
rukhsar,f
varsha,m
ravi kapoor,m
simran adhikari,f
eliyas,m
madhu,f
shanawaz,m
virender verma @ bindu,m
upender khandelwal,m
shubham thapa,m
virender,m
chandan kumar,m
sushmita rai,f
kaushar jahan,f
ranjita w/o,f
soniya,f
bhatri,f
mukesh s/o late raju,m
komal kohli,f
santosh uppadhya,m
ravinder,m
priya,f
manisha garg,f
arun kumar,m
khushbu,f
chanda devi,f
sarthak dadwal,m
sareen bano,f
kavita,f
jugani,f
kalu,m
mamuni munda,f
rupam devi,f
kanta prasad,m
rakesh,m
rahul,m
pankaj,m
madhu,f
anil kumar,m
krishna bai,f
sonika,f
veeru,m
jagdish juneja,m
rinku,m
madhu,f
babulal,m
shankar parsad shah,m
sarika,f
sadiya,f
sehrunisa,f
anil singh kushwah,m
jaibir,m
ram kishan,m
youraj,m
punam mishra,f
sita,f
salim,m
smt jyoti devi,f
anil kumar,m
vijay,m
neelam,f
rinki,f
varun kumar,m
yogesh,m
krishan kumar,m
ram kishan gola,m
mukiman nazir,f
rina @ moti,f
champa devi,f
sanjeev sarkar,m
akram,f
smt. anju,f
lalit @lalu s/o shambhudayal r/o rana ki ka kooaa,m
gorav,m
arvind,m
rakhi,f
raj kumar meena,m
yaman singh,m
laxmi,f
pinky,f
saidas,m
anushka kanwar,f
shripal,m
ishwar singh,m
vicky,m
sachin,m
shanbhu lal,m
sunita,f
ankit,m
nanhu khan,m
bajrang lal @ jugal kishor,m
ramsurat,m
smt vinod devi,f
sagar,m
rajender singh,m
suraj,m
misbah,f
pinki,f
jagat,m
laxmi,f
yogesh,m
dheeraj,m
satish kumar meena,m
pooja,f
inder singh bist,m
raman ralhan,m
manoj kumar,m
kirti,f
kiran,f
keshar,m
sobha kumari,f
meeta jain,f
smt salni devi,f
sheela,f
praveen,m
sonu kumar,m
tabassum,f
prem devi,f
ratnesh,m
ajit,m
km preeti,f
kiran bala,f
sheetal,f
neelam,f
pooja,f
sharda,f
shri kistur chand jat,m
vishal,m
sundar singh,m
sunita,f
dropti raiger,f
bhanwari devi,f
vinod kumar,m
rajkumar,m
soni,f
pushpa brahman`,f
sunder bai,f
shree ram,m
vicky,m
sukka singh,m
simran,f
abhinay,m
rajinder  s/o hawa singh jat r/o shamlo kalan,m
shiwani,f
gaytri devi,f
rudmal,m
beeru,m
sangeeta,f
sahil tigga,m
kamlesh,f
shalu sharma,f
kamla,f
smt rubi,f
sabbir alam,m
jawahar lal,m
renu,f
deepa,f
moni,f
manish,m
parmeshwari,f
sanjeev kumar,m
devraj,m
monika mehar,f
vicky sharma,m
manju,f
sandeep,m
khushbu,f
amit,m
manish kumar  sharma,m
dauad beg,m
anshul krishana urf shubham,m
priyanka soni,f
surender,m
laxmi devi,f
sahana,f
rohit,m
pushpa sahu,f
sangeeta @  pooja,f
sanjana,f
kajal,f
arajun singh,m
shri mati shuda,f
kamaldeep,m
hasina,m
rahul,m
madhu,f
arjun,m
deepak,m
asanti devi,f
manoj bansal,m
suman devi,f
vivek,m
kamal singh,m
karishan,m
himani @ payal,f
hitesh widhuri,m
gayatri,f
lal chand,m
laxmikant @kaka,m
jyoti prasad,m
bimla,f
arti soni,f
chandesh,m
anuj,m
parvesh @ poni,m
sabiya khatoon,f
sandeep dahiya ms/o azad singh r/o village bound p,m
pankaj dhiman,m
kapil,m
sukhbir tanwar,m
guddi,f
mohamad umar,m
sabina @ faiziya,f
mithlesh sharma,m
satish chand,m
shiv kumar,m
pooja,f
javed,m
yatin @ attu,m
ajay,m
modh danish,m
smt leela,f
nadeem,m
pramod tyagi,m
basanti joshi,f
rubina,f
pradeep rawat,m
sevak @ pitambar lal,m
vandna,f
jakra khatoon,f
babli,f
nadim,m
sonam,f
suman kumar,m
mariam,f
vikas,m
rakhi,f
koushik dutta,m
gaurav aggarwal,m
yogender,m
bhanwar kunwar,f
babram,m
archana,f
kavita @ babita,f
amarjit,m
parwati,f
lokesh,m
md ramjani,m
lukman,m
pooja,f
amandeep kaur,f
shivani,f
rani,f
jyoti,f
yogesh shukla,m
omprakash,m
meera devi,f
faisal yajdani,m
pinki,f
himanshu,m
amit,m
shivani,f
richaraj,f
rajkumari,f
jyoti fransis,f
pappu,m
dilish @ dishu,f
vipiv malkania,m
gorav kumar,m
mamta,f
ritu,f
ashish,m
pinky,f
vitan,m
reena devi,f
nirmal kumar,m
rajender kumar,m
rakesh kumar,m
kali,m
kapil,m
sugna,f
piyari,f
deepak,m
sunil kumar,m
sri-suraj negi,m
ram charan,m
gurmit kaur,f
priyanka,f
kuldeep @ kullu,m
mangilal kumhar,m
krishan kumar,m
sumitra,f
anil kumar,m
yespal singh chauhan (pappu rana),m
smt sonam,m
siya ram gupta,m
brijesh,m
laskshita,f
unknown @ monu,m
kumari hemlata,f
harish,m
krishan lal @krishna,m
kishan @ sunny,m
sunita,f
smt. meena,f
arif,m
reena,f
kamla mehta,f
vishnu,m
aasma,f
dhodi  devi,f
suman,f
pooja,f
simmy m.no.-7206252659.,f
rajan,m
mohamad awar,m
jitendra kumar,m
rubi,f
sufia,f
manwi,f
shiv pal,m
samaprveen,f
soniya,f
rachna,f
kamleshwar kumar,m
priya,f
vikash,m
fahira soni,f
sonali,f
rajina biwi,f
mala devi @ nisha,f
khushbu,f
kamal,m
hasim,m
megha,f
mohd sajim,m
govind dev,m
vimlesh,f
noor subha @ heena,f
khushi ram,m
dal chand,m
keshar,f
rupesh,m
jyoti,f
meenu,f
lalaram,m
km shina,f
poonam devi,f
manisha damor,f
animesh kumar suman,m
jaya,f
sapna,f
shadab,m
jeet singh ramola,m
roshni,f
guddu,m
chanderwati,f
gulshan,f
sushma,f
kashish,f
akash malik,m
father,f
meena,f
jyoti,f
rahul sharma,m
muskan,f
salma,f
ashok,m
dharmender,m
meena,f
aasha,f
chanderwati,f
jamila,f
shanti devi,f
kaushalya devi,f
aasha ray,m
suman,f
priya kaur sandhu,f
annu,f
guddi,f
kalyan singh devra,m
radhika,f
ku. meena,f
golu,m
irtu,f
priya,f
ishant,m
sahana,f
tejpal,m
laxman kumar,m
prakash,m
ku. rajni,f
rahul,m
radha,f
sikender,m
ajay,m
kamlesh,f
sushila,f
sachin,m
anita,f
kumari santra devi jogi,f
archna,f
rajesh,m
jamila khatun,f
meena,m
laxman bhadur,m
raju,m
sonam,f
rahul,m
devasish chakarwarti,m
manjusha,f
madhuri pal,f
sachin kumal taneja,m
mahesh kumar,m
firoz,m
kiran yadav,f
lakhan @ chottu,m
rakshit singh,m
kiran devi,f
priti,f
sanjeet kumar,m
neha,f
suwa lal,m
parlad pilly,m
poonam,f
khusbu,f
ramswrup bhatya,m
anil @ arvind,m
ravinder singh,m
gopal,m
rakesh,m
jyoti  gulati,f
mangal,m
archana,f
parveen,f
sanjay,m
nandi devi,f
tulsi sharma,f
subhash sharma,m
vipin,m
soni,f
pawan,f
manju,f
sangeeta,f
smt rajni,f
lokesh varma,m
kapil,m
midhana sahani,f
bilal,m
shanjhan,f
mukram,m
tehmina,f
anshika,f
pawan kumar,m
sadip,m
virendra singh,m
ram bai,f
soni,f
anil kumar,m
laxmi,f
poonam rani,f
manoj,m
seema @ devki,f
arvind batra @ parveen,m
nitesh,m
ahamad,m
hani,m
reeta,f
mahasingh,m
mamta,f
ganga devi,f
bhavesh penuli,m
smt chanda,f
sonu,f
shaswat roy,m
chanchal @ rubi,f
durgalal khateek,m
sehran nisha,f
dalip kumar,m
anju,f
ashish yadav,m
ajmer,m
chandani,f
tasleem,m
mohit,m
munni,f
kusumlata,f
dinkar sharma,m
ganpat,m
gautam,m
praveen kumar,m
twinkil,f
shikha,f
arti,f
manpreet singh,m
pooja,f
pawan kumar,m
jyoti,f
jagbir singh,m
neha,f
amit,m
pankaj,m
shabanm,f
omender,m
roshani devi,f
saneha,f
puneet @ arun,m
anjali,f
sandeep,m
mukesh mandal,m
smt seema,f
soni,f
biran,m
mariam  mumtaz,f
redhema munde,m
pankajsheel,m
mamu ram,m
narender sharma,m
novisha,f
mukul yadav,m
firtu lal,m
rakhi,f
piuesh,m
devinder pal,m
rakesh,m
rubi,f
saraswati,f
jile singh,m
chaman,m
kamla prasad,m
ankit gupta,m
purnima ghose,f
md. anus,m
mitlesh,f
seeba,f
jhakar singh,m
neha,f
kumari puja,f
mukhtyar hussain,m
raj karan,m
anil garg,m
babu lal,m
smt bhavana,f
masuma khatun @ manju,f
sujli,f
karishma pandit,f
nitin @neeraj,m
sita devi,f
kapil aroda,m
mamta,f
mohd abusala,m
prashant lakhera,m
sumit,m
wasim @ chira,m
deepak,m
vishal,m
anita,f
mr. devindra singh,m
ankit,m
avtar singh,m
kulwant singh,m
pooja,f
reshma,f
kavita,f
amol mishra,m
priti sagar,f
mohd ashim,m
poonam,f
joyti rani,f
aashi,f
parveen,m
rajni,f
abhishiek swami,m
sandeep @ leelu,m
haseen ahmed,m
dhanwanti,f
sandha devi,f
mooli,f
nikhil tyagi,m
kapil,m
priyanka,f
mohd rashid,m
rakhi,f
hema,f
arun kaushik,m
soniya,f
manjeet @ manish,m
phoolwati @ phoolo devi,m
sonam,f
kajal saini,f
pinki devi,f
zahid,m
arti,f
krishma tomar,f
smt rekha mahesvri,f
vikrant @ golu,m
mohd. lookman,m
madan,m
roshani,f
prem singh bidla,m
pooja,f
pushkar koshik,m
ekta balai,f
meenu kumari,f
munbura bibi,f
ruksana,f
ghisaram @ amar singh,m
shivani,f
mahendra singh,m
prahlad,m
sunita,f
sunita,f
mukhtyar singh,m
shiwani,f
jay shree panchal,f
rupesh,m
nandini,f
shweta saxena,f
pooja,f
vandhna,f
luv kumar @ tony,m
puja @ gudiya,f
lokesh,m
sonia,f
puja,f
ambiya,f
sandeep,m
savita @ guddu,f
heena kaushar,f
mohammad ishtiaque ahmad,m
asha,f
sushil kumar,m
rekha,f
amarjeet kumar,m
vikshi,f
asha,f
lakhan bajadur,m
babali yadav,f
pankaj,m
suda sharma,f
rakshit garg,m
ि‍मक्‍की कंवार,f
ebane ali,m
gulfsa,f
surendar,m
pappu,m
aakash kumar,m
lalita,f
sumoranjam,m
sukhavinder singh,m
diya rawat,f
seema,f
robin,m
laxmi,f
hayatul,m
jai pal,m
smt dipika,f
malchand,m
lallu yadav,m
deepu,f
taslima,f
smt ladidavi,f
subjeet vishavkarma,m
aysha,f
kanda swari,m
vicky,m
sahil,m
jyoti kumari,f
anjali,f
kajal,f
deepak gupta,m
shalu,f
purnima,f
danish,m
manesh chadda,m
suresh  kumar @ munna,m
tanveer,m
motilal,m
birju,m
manni @ manish,m
asif,m
divy,m
ravi,m
seema,f
arti,f
disha,m
prem devi,f
asha,f
satendra,m
yashoda,f
shanu,f
श्रीमती जशोदा,f
shankar singh,m
channu basda,f
partap,m
sunita @ jyoti,f
bittoo,m
one day male baby,m
inderpaal singh,m
rvindra @bablu,m
mala,f
aasha,f
shikha,f
rajbir@changa,m
bidami devi,f
ritu,f
raj upadhyay,m
shiwani @ seema,f
anjana haldar,f
sanjay,m
megha,f
monika,f
prem kumar,m
mithlesh,f
nandini @ meenu,f
ankit,m
deepak,m
amreen,f
vicky,m
ku. shashi,f
ram pyari,f
paras,m
pinki,f
mohammad gazi khan,m
smt.pooja,f
poonam,f
kanchan devi,f
seema,f
laxman singh,m
rakesh kumar meena,m
mohit kumar,m
jeta,f
sunita bai,f
seema,f
salman,m
varsha,f
radha devi & with her daughter nandini age- 6 mont,f
swata mishra,f
rakhi,f
dharmpal  yadav,m
jyoti,f
shiv kant paswan,m
seti,m
shruti,f
shivam,m
aarti kloshiya,f
sneha,f
manoj kumar josi,m
shivani,f
chaman lal verma,m
raj kumari,f
ramesh lal,m
jyoti,f
savita,f
samim malik,m
बबीता,f
mukul,m
ramjan khan,m
meena,f
poonam rai,f
meer hashan,m
suraj,m
sushree veena,f
sheela,f
poonam sharma,f
barkat tulla,m
satpal,m
tumpa biwi,f
sonia,f
soni,f
mamta,f
jyoti,f
nargish,f
roshani,f
sunita,f
ved kumar yadav,m
kaushar,f
kajal kumari,f
neeta@narayani gayri,f
shrawan @ disko,m
vikas,m
savita,f
soni yadav,f
reetima,f
renu,f
anjum devi,f
sukhveer singh,m
mohm. gulbhar,m
sangeeta,f
puja,f
manoj,m
sapna @ babi,f
vinod kumar,m
simran @shalu,f
mukesh,m
sehnaz,f
roshani,f
suraja ram,m
mohit,m
chetram,m
madhuri,f
naina,f
keshav,m
prem chand,m
pritika  kumawat,f
emilia toppo,m
munna ram,m
sandeep @ golu,m
javid,m
lada bai  marubhat,f
akhilesh,m
smt shabnam,f
karishan,m
malti,f
rinku,f
yusuf,m
soni,f
rihana,f
ganga devi,f
anita,f
krishna,f
shipra pandey,f
raj kumar,m
mala,f
soni devi,f
shivam kosik,m
dhanwanti,f
laxita,f
harnam singh,m
poonam,f
ram kuamr,m
sanjay,m
rajbir ahlawat,m
joginder singh,m
manisha,f
shreee mahaverr prasad,m
ram chandra mishra,m
kalua @ mukesh,m
sapna,f
umashankar prajapatti,m
dipika chaturvedi,f
mansur malik,m
sabeena,f
mandeep kumar,m
jyoti,f
parwati meena,f
minaxi chakma,f
rita,f
roshani,f
anil balai,m
chitu,m
ariba khan,f
lokesh,m
arti kumari,f
smt billu bai,f
abhimanyu,m
iram naaz,f
vishal tomar,m
surgyan,m
kumari heena bharati,f
sunil singh,m
megha,f
neki ram,m
lalit mohan rawat,m
anshu,f
vinod kumar,m
udmai ram,m
vikash,m
shoiba,f
rinku,m
sachin,m
rani,f
laxman lal tundwal,m
heena,f
rekha,f
jainab,f
sabba,f
md. gaffar,m
rajesh mehta,m
rajeev kumar sehti,m
shivani,f
khushabu,f
shivnath shah,m
pawan,m
bhawana,f
nootan prakash yadav,m
pooja,f
simran,f
darshan,f
soniya,f
ghan shyam @ rajesh,m
evan d/0 parbhuram ode r/0 kibla ps jaswantpura,f
deepak kumar,m
smts. manju,f
puja kanvar,f
smt  neelam,f
aarti @ isha,f
shishul pal,m
satish kumar,m
islam,m
roshni devi,f
resham,f
sher khan,m
nidhi jaysika,f
sanna,f
karan,m
kumari mamta,f
amar kumar,m
ramu,m
deelip,m
tarun ragav,m
mohd  ashlam,m
pushpa,f
vishal,m
sandeep kumar,m
dipti,f
safia khatun mandal,f
sunil kumar,m
reetu @ reeta,f
kumari pallavi,f
rajni,f
sakcham,m
krishna devi,f
shyam sunder,m
shyam sunder,m
rukshana,f
manoj kumar,m
barkat ali,m
reeta,f
hakimuddin,m
pryanka,f
kavita bansi d/o babulal bansi r/o n chimnigate mo,f
abhishek tiwari,m
sonia,f
khusbu,f
pinki kumari,f
kiran,f
urvashi singh,f
not known,m
rahul,m
bigan mehto,f
cosmic,f
mr. kamal kumar,m
sangita,f
preeti,f
ibrahim mohd.,m
miss heera,f
smt mota,f
monu kumar,m
mithilesh  kumari,f
smt laxmi urf gudiya,f
tanya mishra,f
bhuvneshwar @ munna,m
soni@ chunnu,f
naina begum,f
rijwana,f
muskan,f
sonu devi,f
simranjeet singh,m
ruchi,f
narsingh pal,m
deepak kumar,m
mahveer singh,m
seema,f
radha,f
sunil,m
sangeeta meena,f
komal,f
hardas singh,m
renu,f
jyoti,f
sut. suman khatik,f
abhishek,m
rajeev verma,m
dinesh,m
santu,f
karan trehan,m
श्रीमती मीनु,f
prem ranjan benerjee,m
gunjan,f
rubina,f
mamuni,f
kanti devi,f
sonu devi,f
heena,f
mukesh,m
aarti,f
meena jat,f
nishant,m
manju nayak,f
dilshad saifi,m
gudiya,f
satyam,m
satish,m
manpreet,f
shanti devi,f
naseema,f
rahul,m
tanuj kandpal,m
sobi @ farhan,m
sithal,f
mahesh,m
praveen,f
pooja khatri,f
sadhana,f
keli devi,f
anjli,f
harshita poswal,f
smt uganti devi,f
sandhya,f
baby,f
teena,f
kirtiman,m
vikash jain,m
dinesh kumar saini,m
nikhil yadav,m
neha,f
disha,f
ankit verma,m
kumari khalida,f
halki bai,f
ekram,m
ashu,m
mamta,f
tejender kaur,f
nanhe,m
dharm singh thakur,m
kamlesh kumar urf sonu s/o harish,m
anita,f
manju,f
annu,f
sahab ram,m
gargi,f
shm. santosh,f
brinda,f
visham,m
amrin,f
rahul verma,m
himansi,f
arshad,m
lalita,f
ravinder,m
monika kumari,f
amisha @ munni,f
mrs. sadiya,f
jimmi,m
priti,f
sumit yadav,m
chandan kumar yadav,m
rohit kumar,m
lakshman sah,m
rinku,m
bhagipuri,m
manpreet,f
chandra parkash,m
pooja,f
lakshman singh,m
rohit sharma,m
chandracala,f
ajra with child kadir,f
jaspreet,m
jyoti,f
saziya siddiqui,f
smt basanti,f
maushid,m
shanker,m
kajar mouray,f
sapna,f
shiwani,f
amena bibi,f
manoj,m
dhamender,m
kachan,f
khusbhu,f
ku.rekha,f
smt laxmi devi,f
savita,f
rani,f
shiv kumar,m
priyanka rawat,f
vicky,m
pooja,f
ramesh chander,m
sunil gupta,m
sandhya,f
vishal,m
ruksar,m
km rukshar,f
rakhi,f
ram kishan,m
nisha,f
rahul @ bunty,m
omkar singh,m
gulshan sehrawat,m
pawan,m
aarti,f
shekh nasir husain,m
jaspreet,m
machhala,f
deepa,f
kavita,f
mithalesh,f
dinesh chand,m
manmeet kumar,m
kusum,f
oma,f
bhani ram,m
manender pratap,m
merry kerakeha,f
sahid,m
rasid,m
ruksana,f
manisha,f
reeta devi,f
anjali  @ nisha,f
shama,f
sandeep,m
amar pal,m
garima,f
prem chandra joshi,m
sneha,f
rahul,m
vinod kumar,m
kajal,f
rubi urf afsana,f
anand kumar,m
asha,f
sahiba @ rubi,f
bindu,f
rukhsana,f
bhajandeep singh,m
charan singh,m
